624|Сборник методических работ и рекомендаций преподавателей детских художественных школ и школ искусств города Новокузнецка.Выпуск 2.|2010-03-09|52|250|500|306|250|854|20000|1315|160|0.02|0|20|1|0.8|2|3|100|3|3|35|30|0|30|0|0|10|5|5|5|3|5|0|5|2450.5|3092.53|0|0|10|0|20|26.2|642.03|5|8|13.44|1344.27|7329.6|73.3|\N|8|1774.72|40|0|0|0|4436.8|0|0|0|0|100|500|277|5000|18|4|80|6211.53
625|Теоретические и практические основы экологии.|2010-03-09|52|250|500|306|250|854|20000|1315|160|0.02|0|27|1|0.8|2|3|200|3|3|30|25|0|35|0|0|10|5|5|5|3|5|0|10|3007.13|3794.99|0|0|10|0|20|26.2|787.87|5|8|13.8|2759.78|10441.8|52.21|\N|22|2294.17|35|0|0|0|6554.77|0|0|0|0|100|500|277|5000|18|4|108|8848.94
626|Психолого-педагогическое сопровождение детей-сирот с ограниченными возможностями здоровья в условиях сиротского образовательного  учреждения.|2010-03-10|52|250|500|320|250|860|20000|1315|160|0.02|0|18|1|0.8|2|3|100|3|3|25|25|0|35|0|0|5|5|5|5|3|5|0|5|1701|2146.66|1280|0|10|0|20|26.2|445.66|5|26|12.76|1275.96|7491.27|74.91|\N|8|1645.92|35|0|0|0|4702.61|0|0|0|0|100|500|277|5000|18|4|72|6348.53
627|Сборник методических работ преподавателей детских школ искусств и детских музыкальных школ.Выпуск 3.|2010-03-12|52|250|500|306|250|854|20000|1315|160|0.02|0|17|1|0.8|2|3|100|3|3|35|30|0|30|0|0|5|5|5|5|3|5|0|5|2011.1|2538.01|0|0|10|0|20|26.2|526.91|5|8|11.76|1176.06|6135.64|61.36|\N|7|1485.63|40|0|0|0|3714.07|0|0|0|0|100|500|277|5000|18|4|68|5199.7
628|Сборник методических работ преподавателей детских школ искусств и детских музыкальных школ.Выпуск 4.|2010-03-16|52|250|500|306|250|854|20000|1315|160|0.02|0|16|1|0.8|2|3|100|3|0|35|30|0|30|0|0|10|5|5|5|3|5|0|5|1960.4|2474.02|0|0|10|0|20|26.2|513.62|5|8|11.18|1118.01|5934.04|59.34|\N|7|1436.81|40|0|0|0|3592.03|0|0|0|0|100|500|277|5000|18|4|64|5028.85
629|Особенности функционирования детских школ искусств.Выпуск 5.|2010-03-16|52|250|500|306|250|854|20000|1315|160|0.02|0|15|1|0.8|2|3|100|3|3|35|30|0|30|0|0|10|5|5|5|3|5|0|5|1837.88|2319.4|0|0|10|0|20|26.2|481.52|5|8|10.46|1045.55|5558.89|55.59|\N|6|1345.98|40|0|0|0|3364.94|0|0|0|0|100|500|277|5000|18|4|60|4710.92
630|Инновационная практика :вклад в развитие муниципальной системы образования.|2010-03-23|65|250|500|780|250|860|20000|1360|160|0.02|80|68|9|0.8|2|3|110|5|3|0|0|0|0|0|0|10|10|0|0|0|0|0|0|0|0|1400|0|10|0|20|26.2|0|5|27|47.81|5258.86|11000.4|100|\N|30|2663.55|40|0|0|0|6658.86|0|0|0|0|140|500|277|5000|18|4|272|9322.41
631|Психолого-педагогическое сопровождение развития личности ученика в адаптивной школе.|2010-03-23|55|250|500|710|250|860|20000|1315|160|0.02|80|49|7|0.8|2|3|100|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1350|0|10|0|20|26.2|0|5|26|33.58|3357.68|7777.08|77.77|\N|20|1883.07|40|0|0|0|4707.67|0|0|0|0|156|500|277|5000|18|4|196|6590.75
632|Методологическая компетентность учителя географии.|2010-04-01|52|250|500|360|250|854|20000|1315|160|0.02|0|30|1|0.8|2|3|200|3|3|25|25|0|35|0|0|10|5|5|5|3|5|0|5|2936.25|3705.55|1300|0|10|0|20|26.2|769.3|5|26|15.27|3054.53|13315.2|66.58|\N|24|3224.03|40|0|0|0|8060.07|0|0|0|0|110|500|277|5000|18|4|120|11284.1
633|Формирование здоровьесберегающей компетентности педагогов и жизненных компетенций  обучающихся.|2010-04-01|55|250|500|710|250|860|20000|1315|160|0.02|80|37|5|0.8|2|3|100|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1350|0|10|0|20|26.2|0|5|26|26.26|2625.66|6567.79|65.68|\N|15|1590.26|40|0|0|0|3975.65|0|0|0|0|156|500|277|5000|18|4|148|5565.92
634|Методологическая компетентность учителя географии.|2010-04-01|52|250|500|360|250|854|20000|1315|160|0.02|0|30|1|0.8|2|3|200|3|3|25|25|0|35|0|0|10|5|5|5|3|5|0|10|3037.5|3833.33|1300|0|10|0|20|26.2|795.83|5|26|15.27|3054.53|13526.3|67.63|\N|24|3275.14|40|0|0|0|8187.85|0|0|0|0|110|500|277|5000|18|4|120|11463
635|Реализация регионального компонента в условиях гимназии.|2010-04-02|52|250|500|350|250|854|20000|1315|160|0.02|0|33|1|0.8|2|3|100|3|3|20|20|0|35|0|0|5|5|5|5|3|5|0|5|2494.8|3148.44|1200|0|10|0|20|26.2|653.64|5|26|21.84|2183.72|10020.3|100.2|\N|14|1959.65|30|0|0|0|6532.15|0|0|0|0|110|500|277|5000|18|4|132|8491.8
636|Программа форума педагогического мастерства - 2010.|2010-04-07|52|250|500|280|250|854|20000|1315|160|0.02|0|4|1|0.8|2|3|600|3|3|30|30|0|35|10|0|20|10|10|5|3|10|0|10|623.7|787.11|0|0|10|0|20|26.2|163.41|5|0|2.84|1702.83|4113.38|6.86|\N|10|995.98|40|0|0|0|2489.93|0|0|0|0|110|500|277|5000|18|4|16|3485.92
637|Формирование представлений о времени у детей дошкольного возраста|2010-04-15|34|250|500|380|250|850|20000|1200|160|0.02|0.2|0|0|0.8|0|0.7|1|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|20|26.2|0|5|0|0|0|0|0|\N|\N|0|40|0|0|0|0|0|0|0|0|110|500|0|5000|10|4|0|0
638|Формирование представлений о времени у детей дошкольного времени.|2010-04-15|52|250|500|685|250|855|20000|1315|160|0.02|80|56|7|0.8|2|3|200|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1320|0|10|0|20|26.2|0|5|40|28.85|5770.96|10877.5|54.39|\N|45|2127.29|30|0|0|0|7090.96|0|0|0|0|110|500|277|5000|18|4|224|9218.25
639|Актуальные направления в работе по адаптации и социализации детей с ограниченными возможностями здоровья.|2010-05-12|52|250|500|360|250|855|20000|1315|160|0.02|0|18|1|0.8|2|3|100|3|0|35|30|0|35|0|0|5|5|5|5|3|5|0|5|2211.3|2790.66|0|0|10|0|20|26.2|579.36|5|7|12.69|1268.69|6706.04|67.06|\N|8|1623.74|40|0|0|0|4059.34|0|0|0|0|115|500|277|5000|18|4|72|5683.08
640|Актуальные напрвления в работе по адаптации и социализации детей с ограниченными возможностями здоровья.|2010-05-12|52|250|500|360|250|855|20000|1315|160|0.02|0|18|1|0.8|3|3|100|3|0|35|30|0|35|0|0|5|5|5|5|3|5|0|5|2211.3|2790.66|0|0|10|0|20|26.2|579.36|5|7|12.69|1268.69|6706.04|67.06|\N|8|1623.74|40|0|0|0|4059.34|0|0|0|0|115|500|277|5000|18|4|72|5683.08
641|Сборник материалов региональной научно-практической конференции Дополнительное образование детей как ресурс развития муниципальной системы образования.|2010-05-24|52|250|500|680|250|855|20000|1315|160|0.02|80|54|7|0.8|2|3|100|3|0|25|20|0|35|0|0|5|5|5|5|3|5|10|5|4920.75|6209.99|0|0|10|0|20|26.2|1289.24|5|6|35.75|3574.88|15010|150.1|\N|22|2935.46|30|0|0|0|9784.86|0|0|0|0|110|500|277|5000|18|4|216|12720.3
642|Среда обитания,состояние здоровья населения г.Новокузнецка в 2008-2009 гг.|2010-05-31|60|250|500|780|250|860|20000|1320|160|0.02|80|100|13|0.8|2|3|150|3|0|30|25|0|35|5|0|10|5|10|5|3|10|15|10|13643.4|17218|1425|0|10|0|20|26.2|3574.58|5|26|56.5|8475.56|39999.9|266.67|\N|60|6779.64|25|0|0|0|27118.6|0|0|0|0|130|500|277|5000|18|4|400|33898.2
643|Мониторинг сформированности компонентов учебно-трудовой деятельности.|2010-06-04|55|250|500|360|250|855|20000|1315|160|0.02|0|4|1|0.8|2|3|100|3|0|30|30|0|35|0|0|8|5|5|5|3|5|0|5|463.32|584.71|0|0|10|0|20|26.2|121.39|5|6|4.31|430.64|1677.36|16.77|\N|2|406.14|40|0|0|0|1015.35|0|0|0|0|130|500|277|5000|18|4|16|1421.49
644|Сборник (для муз.школ) .Колобова Л.В.|2010-06-24|60|250|500|750|250|860|20000|1360|160|0.02|0|50|7|0.8|2|3|80|3|0|30|25|0|35|5|0|5|5|5|3|3|5|10|5|5613.3|7083.98|0|0|10|0|20|26.2|1470.68|5|7|38.3|3063.74|15566.6|194.58|\N|16|3044.32|30|0|0|0|10147.7|0|0|0|0|130|500|277|5000|18|4|200|13192
645|Развитие личности школьника через исследование и творчество.|2010-06-24|67|250|500|375|250|860|20000|1320|160|0.02|0|27|1|0.8|2|3|100|3|0|30|25|0|30|0|0|5|4|5|3|3|5|0|5|2567.57|3240.27|0|0|10|0|20|26.2|672.7|5|7|19.45|1944.71|8565.58|85.66|\N|11|2073.99|40|0|0|0|5184.97|0|0|0|0|140|500|277|5000|18|4|108|7258.97
646|Современный урок в условиях творческой образовательной среды : использование педагогических технологий в обучении.|2010-08-25|56|250|500|380|250|860|20000|1320|160|0.02|0|22|1|0.8|2|3|100|3|0|35|30|0|35|0|0|5|5|5|3|3|5|0|5|2586.87|3264.63|0|0|10|0|20|26.2|677.76|5|7|15.19|1519.48|7338.82|73.39|\N|9|1435.23|30|0|0|0|4784.11|0|0|0|0|120|500|277|5000|18|4|88|6219.34
647|Сборник методических работ преподавателей детской школы искусств № 55. Выпуск 1.|2010-08-27|67|250|500|375|250|850|20000|1320|160|0.02|0|26|1|0.8|2|3|75|3|0|30|25|0|30|0|0|4|4|5|3|3|5|0|5|2453.88|3096.8|0|0|10|0|20|26.2|642.92|5|7|21.32|1598.75|7757.04|103.43|\N|8|1878.22|40|0|0|0|4695.54|0|0|0|0|135|500|277|5000|18|4|104|6573.77
648|Рабочая тетрадь.|2010-09-02|60|250|500|130|250|880|20000|1320|160|0.02|0|11|1|0.8|2|3|200|3|0|35|35|0|35|20|0|10|6|10|0|0|5|0|7|1721.41|2172.42|0|0|10|0|20|26.2|451.01|5|7|6.07|1214.14|5594.6|27.97|\N|9|1354.62|40|0|0|0|3386.56|0|0|0|0|130|500|277|5000|18|4|44|4741.19
649|Сборник методических работ преподавателей детской школы искусств № 55.Выпуск 2.|2010-11-23|67|250|500|375|250|850|20000|1320|160|0.02|0|24|1|0.8|2|3|75|3|0|30|25|0|30|0|0|4|4|5|3|3|5|0|5|2265.12|3035.26|0|0|10|0|20|34|770.14|5|7|20.72|1553.99|7581.44|101.09|\N|8|1835.7|40|0|0|0|4589.25|0|0|0|0|130|500|277|5000|18|4|96|6424.95
650|Системное знание на уроках физики в школе.|2010-11-23|65|250|500|720|250|850|20000|1320|160|0.02|80|36|5|0.8|2|3|100|3|0|30|25|0|30|2|0|5|5|5|5|3|5|5|5|3806.95|4804.37|1320|0|10|0|20|26.2|997.42|5|27|27.45|2745.43|13606.3|136.06|\N|15|2660.94|30|0|0|0|8869.79|0|0|0|0|130|500|277|5000|18|4|144|11530.7
651|Задачник по прикладной экономике.|2010-11-30|67|250|500|380|250|850|20000|1320|160|0.02|0|13|1|0.8|2|3|100|3|0|35|30|0|35|0|0|5|5|5|5|3|5|0|5|1597.05|2015.48|0|0|10|0|20|26.2|418.43|5|7|10.65|1064.8|5088.62|50.89|\N|6|1232.11|40|0|0|0|3080.27|0|0|0|0|130|500|0|5000|18|4|52|4312.39
652|Творческая образовательная среда: использование приемов ТРИЗ,РКМ,ИКТ и технологии развивающего обучения в урочной деятельности.|2010-12-21|65|250|500|380|250|880|20000|1380|5160|0.02|0|30|1|0.8|2|3|80|3|0|25|20|0|35|0|0|10|5|6|5|3|6|0|5|2679.08|3380.99|0|0|10|0|20|26.2|701.92|5|7|18.04|1443.31|7969.74|99.62|\N|10|1929.72|40|0|0|0|4824.29|0|0|0|0|140|500|277|5000|18|4|120|6754.02
654|Реализация профильного обучения в образовательных учреждений города Новокузнецка: опыт, проблемы и перспективы.|2011-01-19|65|250|500|685|250|860|20000|1360|160|0.02|80|37|5|0.8|2|3|100|3|0|25|20|0|30|0|0|7|5|5|3|3|5|5|5|3051.95|3851.55|1261|0|10|0|20|26.2|799.61|5|27|28.33|2833.35|11720.2|117.2|\N|15|1986.48|25|0|0|0|7945.9|0|0|0|0|140|500|277|5000|18|4|148|9932.38
655|Автореферат Формирование рефлексивной культуры педагогов в системе повышения квалификации.|2011-01-21|70|250|500|350|250|880|20000|1380|160|0.02|0|6|1|0.8|2|3|110|3|0|35|35|0|0|10|0|10|8|10|5|3|10|0|10|753.06|950.36|0|0|10|0|20|26.2|197.3|5|0|5.81|639.45|2626.37|23.88|\N|3|635.92|40|0|0|0|1589.81|0|0|0|0|140|500|277|5000|18|4|24|2225.74
656|Метод проектов  как средство формирования универсальных учебных действий у младших школьников .|2011-02-01|65|250|500|380|250|880|20000|1380|160|0.02|0|20|1|0.8|2|3|150|3|0|25|20|0|35|0|0|10|6|10|5|3|6|0|6|1858.95|2345.99|1350|0|10|0|20|26.2|487.04|5|27|12.97|1945.68|8987.19|59.91|\N|12|1974.59|35|0|0|0|5641.67|0|0|0|0|130|500|277|5000|18|4|80|7616.27
657|Программа развития воспитательной системы школы самоопределения и самореализации.|2011-02-07|65|250|500|380|250|880|20000|1380|160|0.02|0|26|1|0.8|2|3|100|3|0|20|20|0|30|2|0|5|5|5|5|3|5|0|5|1930.66|2436.49|1320|0|10|0|20|26.2|505.83|5|27|19.39|1939.4|9073.55|90.74|\N|11|1993.56|35|0|0|0|5695.88|0|0|0|0|130|500|277|5000|18|4|104|7689.45
658|Тиражирование материалов.|2011-02-09|65|250|500|373|250|880|20000|1380|160|0.02|0|28|1|0.8|0|3|150|3|0|30|25|0|20|0|0|5|5|5|3|3|5|0|5|2476.32|3125.12|0|0|10|0|20|26.2|648.8|5|0|18.51|2776.74|9749.86|65|\N|17|2360.74|40|0|0|0|5901.85|0|0|0|0|130|500|277|500|18|4|112|8262.59
659|Тиражирование материалов.|2011-02-09|65|250|500|385|250|880|20000|1380|160|0.02|0|32|1|0.8|2|3|200|3|0|20|20|0|0|0|0|10|5|7|5|3|5|0|7|1907.2|2406.89|0|0|10|0|20|26.2|499.69|5|0|18.21|3642.7|9993.91|49.97|\N|26|2419.83|40|0|0|0|6049.58|0|0|0|0|130|500|277|5000|18|4|128|8469.42
660|Тиражирование материалов.|2011-02-24|65|250|500|0|250|880|20000|1380|160|0.02|0|1|1|0.8|0|0|300|3|0|0|0|0|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|10|0|20|26.2|0|5|0|0.68|203.95|314.08|1.05|\N|2|81.58|40|0|0|0|203.95|0|0|0|0|0|500|0|5000|10|4|4|285.53
661|Тиражирование материалов.|2011-03-15|65|250|500|0|250|850|20000|1200|160|0.02|0|2|1|0.8|0|0.7|1|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|20|26.2|0|5|0|110.2|110.2|169.71|169.71|\N|1|44.08|40|0|0|0|110.2|0|0|0|0|130|500|0|5000|10|4|8|154.28
662|Реализация компетентностного подхода в образовательном процессе лицея.|2011-03-16|63|250|500|685|250|880|20000|1380|160|0.02|80|66|9|0.8|2|3|100|3|0|25|20|0|30|0|0|10|5|5|3|3|5|5|5|5559.84|7450.19|1260|0|10|0|20|34|1890.35|5|27|47.4|4739.89|19045.3|190.45|\N|27|2690.02|20|0|0|0|13450.1|0|0|0|0|130|500|277|5000|18|4|264|16140.1
663|Сборник методических работ преподавателей детской школы искусств № 55.Выпуск 2.|2011-04-01|65|250|500|375|250|880|20000|1380|160|0.02|0|24|1|0.8|2|3|75|3|0|30|25|0|30|0|0|4|4|5|3|3|5|0|5|2265.12|3035.26|0|0|10|0|20|34|770.14|5|7|20.82|1561.13|7322.06|97.63|\N|8|1608.74|35|0|0|0|4596.39|0|0|0|0|130|500|277|5000|18|4|96|6205.13
664|Творческая образовательная среда в современной школе:внеклассные мероприятия и научно-исследовательская работа обучающихся.|2011-04-04|65|250|500|360|250|880|20000|1380|160|0.02|0|32|1|0.8|2|3|80|3|0|20|20|0|25|2|0|10|5|5|3|3|5|0|5|2268.48|3039.76|0|0|10|0|20|34|771.28|5|7|25.98|2078.09|8152.74|101.91|\N|11|1791.25|35|0|0|0|5117.85|0|0|0|0|130|500|277|5000|18|4|128|6909.1
665|Методика подготовки к единому государственному экзамену по русскому языку (из опыта работы).|2011-04-04|65|250|500|380|250|880|20000|1380|160|0.02|0|12|1|0.8|2|3|100|3|0|35|30|0|35|0|0|10|5|5|3|3|5|0|5|1463.67|1961.32|0|0|10|0|20|34|497.65|5|7|9.85|984.96|4867.26|48.67|\N|5|1178.51|40|0|0|0|2946.28|0|0|0|0|130|500|277|5000|18|4|48|4124.8
666|Муниципальная система образования:опыт и перспективы инновационного развития.|2011-04-04|62|250|500|850|250|1420|20000|905|160|0.02|80|108|14|0.8|2|3|200|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1350|0|10|0|20|34|0|5|7|62.07|12414.4|22738.8|113.69|\N|87|5505.75|40|0|0|0|13764.4|0|0|0|0|130|500|277|5000|18|4|432|19270.1
667|Подготовка учителя к уроку (на примере подготовки учителя географии)|2011-04-21|62|250|500|370|250|905|20000|1420|160|0.02|0|6|1|0.8|2|3|100|3|0|35|30|0|0|35|0|10|8|5|3|3|5|0|5|747.63|1001.82|0|0|10|0|20|34|254.19|5|7|6.06|605.54|2655.36|26.55|\N|3|642.94|40|0|0|0|1607.36|0|0|0|0|130|500|277|5000|18|4|24|2250.31
668|Основные подходы к организации процесса формирования умений самообразовательной деятельности школьников.|2011-05-24|65|250|500|420|250|916|20000|1360|160|0.02|0|17|1|0.8|2|3|70|3|0|30|25|0|30|0|0|5|5|5|5|3|5|0|5|1701.7|2280.28|0|0|10|0|20|34|578.58|5|7|15.66|1096.38|5578.24|79.69|\N|5|1350.66|40|0|0|0|3376.65|0|0|0|0|130|500|277|5000|18|4|68|4727.32
669|Нет ничего прекрасней Родины моей.|2011-05-24|65|250|500|380|250|916|20000|1360|160|0.02|0|19|1|0.8|2|3|80|3|0|25|20|0|35|0|0|5|5|5|5|3|5|0|5|1615.95|2165.37|0|0|10|0|20|34|549.42|5|6|16.59|1327.51|5564.17|69.55|\N|7|1222.51|35|0|0|0|3492.88|0|0|0|0|130|500|277|5000|18|4|76|4715.4
670|Системный подход и системный анализ в здравоохранении и медицине.|2011-05-26|55|250|500|780|250|905|20000|1420|160|0.02|80|88|11|0.8|0|3|300|3|0|30|25|0|35|10|0|10|5|5|5|3|5|10|5|11140.5|14928.2|1350|0|10|0|20|34|3787.76|5|27|41.89|12567.7|40845.8|136.15|\N|106|5769.18|20|0|0|0|28845.9|0|0|0|0|120|500|277|5000|18|4|352|34615.1
671|Система оценивания нланируемых результатов начального образования в условиях введения ФГОС НОО.|2011-06-06|55|250|500|310|250|916|20000|1360|160|0.02|0|14|1|0.8|2|3|80|3|0|25|20|0|25|0|0|5|5|5|3|3|5|0|5|1055.25|1414.04|1215|0|10|0|20|34|358.79|5|37|11.63|930.25|5249.94|65.62|\N|5|889.82|25|0|0|0|3559.28|0|0|0|0|130|500|277|5000|18|4|56|4449.1
672|Взаимодействие с семьей в системе дополнительного образования.|2011-06-07|63|250|500|365|250|916|20000|1360|160|0.02|0|27|1|0.8|2|3|100|3|0|25|20|0|30|0|0|5|5|5|3|3|5|0|5|2116.53|2836.15|0|0|10|0|20|34|719.62|5|7|19.53|1953.37|7629.71|76.3|\N|11|1676.33|35|0|0|0|4789.52|0|0|0|0|130|500|277|5000|18|4|108|6465.86
673|Материалы по итогам конференции психологов- 2011.|2011-06-16|63|250|500|380|250|916|20000|1415|160|0.02|0|18|1|0.8|2|3|80|3|0|30|25|0|30|0|0|5|5|5|3|3|5|0|5|1724.58|2310.94|0|0|10|0|20|34|586.36|5|26|15.29|1222.82|5837.77|72.97|\N|6|1413.5|40|0|0|0|3533.75|0|0|0|0|130|500|277|5000|18|4|72|4947.26
674|Раз урок, два урок...|2011-08-24|54|250|500|760|250|916|20000|1360|160|0.02|80|67|9|0.8|2|3|100|3|0|25|20|0|30|3|0|5|5|5|5|3|5|5|5|5853.77|7844.06|1260|0|10|0|20|34|1990.28|5|27|46.7|4670.27|19504.4|195.04|\N|27|2754.87|20|0|0|0|13774.3|0|0|0|0|120|500|331|5000|18|4|268|16529.2
675|Программа конференции Актуальные проблемы неформального  повышения  квалификации педагогов и руководителей образовательных учреждений.|2011-08-26|65|250|500|350|250|916|20000|1360|160|0.02|0|5|1|0.8|0|3|100|3|0|35|30|0|35|0|0|10|5|10|5|3|5|0|5|658.13|881.89|0|0|10|0|20|34|223.76|5|0|4.96|496.3|2276.76|22.77|\N|2|551.27|40|0|0|0|1378.18|0|0|0|0|130|500|277|5000|18|4|20|1929.46
676|Сборник тезисов Актуальные проблемы неформального повышения квалификации педагогов и руководителей образовательных учреждний.|2011-08-26|65|250|500|780|250|916|20000|1360|160|0.02|80|38|5|0.8|2|3|300|3|0|35|30|0|35|10|0|10|10|10|10|3|10|10|10|6969.11|9338.6|0|0|10|0|20|34|2369.5|5|7|21.73|6518.09|26195.3|87.32|\N|46|6342.67|40|0|0|0|15856.7|0|0|0|0|130|500|277|5000|18|4|152|22199.4
677|Сборник трудов Актуальные проблемы неформального повышения квалификации педагогов и руководителей образовательных учреждений.|2011-08-26|60|250|500|980|250|920|20000|1360|160|0.02|80|125|16|0.8|2|3|100|3|0|30|25|0|35|0|0|10|5|5|5|3|5|10|5|14385.9|19277.2|1250|0|10|0|20|34|4891.22|5|27|87.14|8714.14|43130.9|431.31|\N|50|7310.32|25|0|0|0|29241.3|0|0|0|0|130|500|277|5000|18|4|500|36551.6
678|Рекомендации по подготовке образовательных учреждений к введению ФГОС начального общего образования.|2011-09-07|55|250|500|1|250|905|20000|1420|160|0.02|0|12|1|0.8|0|3|50|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|10|0|20|34|0|5|1|11.94|596.83|985.96|19.72|\N|3|238.73|40|0|0|0|596.82|0|0|0|0|10|500|277|5000|18|4|48|835.56
679|Рабочая тетрадь|2011-09-07|55|250|500|55|250|905|20000|1420|160|0.02|0|14|1|0.8|2|3|100|3|0|35|30|0|35|0|0|15|10|10|0|0|10|0|10|1904.18|2551.59|0|0|10|0|20|34|647.42|5|3|9.44|943.62|5774.09|57.74|\N|6|1398.09|40|0|0|0|3495.21|0|0|0|0|110|500|277|5000|18|4|56|4893.3
680|Дом окнами в дество.|2011-09-14|55|250|500|380|250|905|20000|1420|160|0.02|0|28|1|0.8|2|3|100|3|0|25|20|0|35|6|0|10|5|5|5|3|5|0|5|2614.44|3503.35|0|0|10|0|20|34|888.91|5|7|19.78|1978.35|8732.34|87.32|\N|12|1918.59|35|0|0|0|5481.69|0|0|0|0|110|500|277|5000|18|4|112|7400.29
681|Пособие по православию.|2011-10-05|55|250|500|160|250|916|20000|1360|160|0.02|0|26|1|0.8|2|3|50|3|0|25|0|0|0|0|0|15|10|10|5|3|10|0|10|1105|1480.7|0|0|10|0|20|34|375.7|5|2|25.61|1280.43|4561.38|91.23|\N|6|1104.45|40|0|0|0|2761.12|0|0|0|0|65|500|331|5000|18|4|104|3865.58
682|План-график платных образовательных услуг МАОУ ДПО ИПК на 2011-2012 уч. год|2011-10-12|55|250|500|430|250|916|20000|1360|160|0.02|0|7|1|0.8|2|3|300|3|0|25|25|0|35|0|0|10|10|10|10|3|10|0|10|850.5|1139.67|0|0|10|0|20|34|289.17|5|0|5.05|1513.91|4383.71|14.61|\N|9|1061.43|40|0|0|0|2653.57|0|0|0|0|130|500|331|5000|18|4|28|3715.01
683|Роль информатизации в модернизации здравоохранения :состояние,проблемы,перспективы.|2011-10-17|55|250|500|680|250|916|20000|1360|160|0.02|80|46|6|0.8|2|3|200|3|0|35|30|0|35|7|0|10|5|10|5|3|10|20|10|7774.3|10417.6|1300|0|10|0|20|34|2643.26|5|27|25.78|5156.13|24888.7|124.44|\N|37|4218.42|25|0|0|0|16873.7|0|0|0|0|130|500|331|5000|18|4|184|21092.1
684|Методика подготовки проведения внеклассных мероприятий по математике,физике,информатике.|2011-11-08|55|250|500|360|250|970|20000|1473|160|0.02|0|17|1|0.8|2|3|70|3|0|25|20|0|35|0|0|10|5|5|3|3|5|0|5|1435.52|1923.6|0|0|10|0|20|34|488.08|5|7|15.14|1059.9|4928.75|70.41|\N|5|1193.4|40|0|0|0|2983.5|0|0|0|0|130|500|331|5000|18|4|68|4176.91
685|Мифы современной жизни.|2011-11-14|55|250|500|320|250|970|20000|1473|160|0.02|0|17|1|0.8|2|3|100|3|0|30|30|0|35|0|0|10|5|5|3|3|5|0|6|1927.8|2583.25|1300|0|10|0|20|34|655.45|5|27|12.57|1257.17|6672.27|66.72|\N|7|514.04|10|0|0|0|5140.42|0|0|0|0|130|500|321|5000|18|4|68|5654.47
686|Портфолио обучающегося системы НПО и СПО.|2011-11-14|55|250|500|380|250|970|20000|1473|160|0.02|0|12|1|0.8|2|3|250|3|0|30|25|0|35|3|0|20|10|10|5|3|10|0|20|1697.8|2275.05|0|0|10|0|20|34|577.25|5|7|7.2|1800.67|6733.1|26.93|\N|12|1630.29|40|0|0|0|4075.72|0|0|0|0|130|500|321|5000|18|4|48|5706.02
687|Практикум по начальному курсу физической географии.6 класс.|2011-12-02|55|250|500|380|250|970|20000|1473|160|0.02|0|14|1|0.8|2|3|100|3|0|35|30|0|35|4|0|10|6|5|5|3|5|0|5|1865.35|2499.57|0|0|10|0|20|34|634.22|5|7|11.01|1100.61|5947.51|59.48|\N|6|1440.07|40|0|0|0|3600.18|0|0|0|0|130|500|321|5000|18|4|56|5040.26
688|Методические рекомендации по выполнению Практикума по начальному курсу физической географии . 6 класс.|2011-12-02|55|250|500|150|250|970|20000|1473|160|0.02|0|5|1|0.8|2|3|85|3|0|35|30|0|35|3|0|5|5|5|4|3|5|0|5|619.12|829.62|0|0|10|0|20|34|210.5|5|7|4.53|385.43|1863.89|21.93|\N|2|364.52|30|0|0|0|1215.05|0|0|0|0|130|500|321|5000|18|4|20|1579.57
689|Памятки по формированию практических навыков самостоятельной работы на уроках географии.6 класс.|2011-12-02|55|250|500|150|250|970|20000|1473|160|0.02|0|4|1|0.8|2|3|100|3|0|35|30|0|35|0|0|10|6|6|5|3|5|0|5|515.97|691.4|0|0|10|0|20|34|175.43|5|7|3.64|363.81|1743.21|17.43|\N|2|422.09|40|0|0|0|1055.21|0|0|0|0|130|500|321|5000|18|4|16|1477.3
690|Индивидуализация лицейского образования на основе компетентностного подхода в условиях творческой образовательной среды.|2011-12-06|55|250|500|1|250|970|20000|1473|160|0.02|0|20|1|0.8|2|3|100|3|0|25|20|0|35|0|0|10|6|5|5|3|5|0|5|1773.9|2377.03|0|0|10|0|20|34|603.13|5|7|13.07|1307.03|5433.98|54.34|\N|8|921.01|25|0|0|0|3684.05|0|0|0|0|130|500|321|5000|18|4|80|4605.07
691|Формирование субъектной позиции семьи на основе социально-образовательного партнерства.|2012-02-08|65|250|500|380|250|970|20000|1473|160|0.02|0|11|1|0.8|2|3|100|3|0|20|20|0|35|3|0|20|10|10|5|3|6|0|6|1021.74|1330.3|0|0|10|0|20|30.2|308.57|5|1|9.71|971.23|3394.76|33.95|\N|5|575.38|25|0|0|0|2301.53|0|0|0|0|130|500|331|5000|18|4|44|2876.92
